case,seed,feature,weight,abs_weight,rank
false_positive,2,msl_hpa_lag6,-0.037372313,0.037372313,20.0
false_positive,2,d2m_c_lag1,-0.08386971,0.08386971,7.0
false_positive,2,d2m_c_lag3,-0.0047630793,0.0047630793,29.0
false_positive,2,tcc_lag1,-0.0051767,0.0051767,28.0
false_positive,2,tcc_lag3,-0.018068956,0.018068956,26.0
false_positive,2,wind_speed_10m_lag1,-0.0002152849,0.0002152849,34.0
false_positive,2,wind_speed_10m_lag3,-0.0039837873,0.0039837873,30.0
false_positive,2,tp_mm_lag1,-3.2137165,3.2137165,1.0
false_positive,2,tp_mm_lag3,0.0747063,0.0747063,11.0
false_positive,2,tp_mm_lag6,0.05123289,0.05123289,16.0
false_positive,2,msl_hpa_roll6_mean,-0.079296455,0.079296455,9.0
false_positive,2,d2m_c_roll6_mean,-0.059058566,0.059058566,13.0
false_positive,2,tcc_roll6_mean,-0.06124989,0.06124989,12.0
false_positive,2,wind_speed_10m_roll6_mean,-0.0070175403,0.0070175403,27.0
false_positive,2,wind_speed_10m_roll6_max,-0.023536576,0.023536576,24.0
false_positive,2,tp_mm_roll6_sum,-0.5664431,0.5664431,2.0
false_positive,2,tp_mm_roll24_sum,-0.024725594,0.024725594,23.0
false_positive,3,t2m_c,-0.055915855,0.055915855,14.0
false_positive,3,d2m_c,-0.21167932,0.21167932,5.0
false_positive,3,msl_hpa,-0.29145914,0.29145914,3.0
false_positive,3,sp_hpa,-0.14714912,0.14714912,6.0
false_positive,3,tcc,0.021645915,0.021645915,25.0
false_positive,3,u10,-0.03286731,0.03286731,20.0
false_positive,3,v10,-0.021813402,0.021813402,24.0
false_positive,3,wind_speed_10m,-0.0030392653,0.0030392653,31.0
false_positive,3,month,0.0027118474,0.0027118474,32.0
false_positive,3,dayofyear,0.041972533,0.041972533,18.0
false_positive,3,hour,-0.08078872,0.08078872,8.0
false_positive,3,month_sin,0.0016149253,0.0016149253,33.0
false_positive,3,month_cos,-0.048254795,0.048254795,17.0
false_positive,3,hour_sin,-0.07118082,0.07118082,11.0
false_positive,3,hour_cos,0.031136174,0.031136174,21.0
false_positive,3,msl_hpa_lag1,-0.22502998,0.22502998,4.0
false_positive,3,msl_hpa_lag3,-0.05112066,0.05112066,15.0
false_positive,3,msl_hpa_lag6,-0.037078865,0.037078865,19.0
false_positive,3,d2m_c_lag1,-0.08294782,0.08294782,7.0
false_positive,3,d2m_c_lag3,-0.0035333107,0.0035333107,30.0
false_positive,3,tcc_lag1,-0.009740471,0.009740471,27.0
false_positive,3,tcc_lag3,-0.018068956,0.018068956,26.0
false_positive,3,wind_speed_10m_lag1,-0.0002152849,0.0002152849,34.0
false_positive,3,wind_speed_10m_lag3,-0.0039837873,0.0039837873,29.0
false_positive,3,tp_mm_lag1,-3.2077477,3.2077477,1.0
false_positive,3,tp_mm_lag3,0.0755338,0.0755338,10.0
false_positive,3,tp_mm_lag6,0.050553933,0.050553933,16.0
false_positive,3,msl_hpa_roll6_mean,-0.07676974,0.07676974,9.0
false_positive,3,d2m_c_roll6_mean,-0.057858028,0.057858028,13.0
false_positive,3,tcc_roll6_mean,-0.06751288,0.06751288,12.0
false_positive,3,wind_speed_10m_roll6_mean,-0.004685831,0.004685831,28.0
false_positive,3,wind_speed_10m_roll6_max,-0.023841497,0.023841497,22.0
false_positive,3,tp_mm_roll6_sum,-0.56363255,0.56363255,2.0
false_positive,3,tp_mm_roll24_sum,-0.023509242,0.023509242,23.0
false_positive,4,t2m_c,-0.040754676,0.040754676,16.0
false_positive,4,d2m_c,-0.22349249,0.22349249,4.0
false_positive,4,msl_hpa,-0.26101467,0.26101467,3.0
false_positive,4,sp_hpa,-0.14363925,0.14363925,6.0
false_positive,4,tcc,0.013557843,0.013557843,26.0
false_positive,4,u10,-0.02292215,0.02292215,20.0
false_positive,4,v10,-0.019174183,0.019174183,23.0
false_positive,4,wind_speed_10m,-0.005294982,0.005294982,29.0
false_positive,4,month,0.0027118474,0.0027118474,32.0
false_positive,4,dayofyear,0.043100424,0.043100424,15.0
false_positive,4,hour,-0.08191153,0.08191153,9.0
false_positive,4,month_sin,0.0016149253,0.0016149253,33.0
false_positive,4,month_cos,-0.08467573,0.08467573,8.0
false_positive,4,hour_sin,-0.076579146,0.076579146,12.0
false_positive,4,hour_cos,0.028743654,0.028743654,19.0
false_positive,4,msl_hpa_lag1,-0.19438115,0.19438115,5.0
false_positive,4,msl_hpa_lag3,-0.047974177,0.047974177,14.0
false_positive,4,msl_hpa_lag6,-0.033212017,0.033212017,18.0
false_positive,4,d2m_c_lag1,-0.078884125,0.078884125,10.0
false_positive,4,d2m_c_lag3,-0.0066963458,0.0066963458,28.0
false_positive,4,tcc_lag1,-0.006764647,0.006764647,27.0
false_positive,4,tcc_lag3,-0.01390479,0.01390479,25.0
false_positive,4,wind_speed_10m_lag1,-0.0011718854,0.0011718854,34.0
false_positive,4,wind_speed_10m_lag3,-0.003662407,0.003662407,31.0
false_positive,4,tp_mm_lag1,-2.804878,2.804878,1.0
false_positive,4,tp_mm_lag3,0.10431869,0.10431869,7.0
false_positive,4,tp_mm_lag6,0.021301307,0.021301307,22.0
false_positive,4,msl_hpa_roll6_mean,-0.077386424,0.077386424,11.0
false_positive,4,d2m_c_roll6_mean,-0.037005994,0.037005994,17.0
false_positive,4,tcc_roll6_mean,-0.076538935,0.076538935,13.0
false_positive,4,wind_speed_10m_roll6_mean,-0.0047004875,0.0047004875,30.0
false_positive,4,wind_speed_10m_roll6_max,-0.021536663,0.021536663,21.0
false_positive,4,tp_mm_roll6_sum,-0.8325301,0.8325301,2.0
false_positive,4,tp_mm_roll24_sum,-0.016861545,0.016861545,24.0
false_positive,5,t2m_c,-0.047662653,0.047662653,16.0
false_positive,5,d2m_c,-0.22321804,0.22321804,5.0
false_positive,5,msl_hpa,-0.2902725,0.2902725,3.0
false_positive,5,sp_hpa,-0.14835396,0.14835396,6.0
false_positive,5,tcc,0.039093994,0.039093994,18.0
false_positive,5,u10,-0.031131763,0.031131763,21.0
false_positive,5,v10,-0.021250354,0.021250354,25.0
false_positive,5,wind_speed_10m,-0.0030392653,0.0030392653,31.0
false_positive,5,month,0.0027118474,0.0027118474,32.0
false_positive,5,dayofyear,0.044745605,0.044745605,17.0
false_positive,5,hour,-0.07775009,0.07775009,8.0
false_positive,5,month_sin,0.0016149253,0.0016149253,33.0
false_positive,5,month_cos,-0.059500378,0.059500378,13.0
false_positive,5,hour_sin,-0.07763916,0.07763916,9.0
false_positive,5,hour_cos,0.029126706,0.029126706,22.0
false_positive,5,msl_hpa_lag1,-0.22502998,0.22502998,4.0
false_positive,5,msl_hpa_lag3,-0.052926704,0.052926704,14.0
false_positive,5,msl_hpa_lag6,-0.035222627,0.035222627,19.0
false_positive,5,d2m_c_lag1,-0.08413824,0.08413824,7.0
false_positive,5,d2m_c_lag3,-0.0040368196,0.0040368196,29.0
false_positive,5,tcc_lag1,-0.0130009,0.0130009,27.0
false_positive,5,tcc_lag3,-0.018068956,0.018068956,26.0
false_positive,5,wind_speed_10m_lag1,8.301167e-05,8.301167e-05,34.0
false_positive,5,wind_speed_10m_lag3,-0.0033330845,0.0033330845,30.0
false_positive,5,tp_mm_lag1,-3.1516023,3.1516023,1.0
false_positive,5,tp_mm_lag3,0.0747063,0.0747063,11.0
false_positive,5,tp_mm_lag6,0.033917278,0.033917278,20.0
false_positive,5,msl_hpa_roll6_mean,-0.077106774,0.077106774,10.0
false_positive,5,d2m_c_roll6_mean,-0.05182355,0.05182355,15.0
false_positive,5,tcc_roll6_mean,-0.060592778,0.060592778,12.0
false_positive,5,wind_speed_10m_roll6_mean,-0.004685831,0.004685831,28.0
false_positive,5,wind_speed_10m_roll6_max,-0.023536576,0.023536576,24.0
false_positive,5,tp_mm_roll6_sum,-0.5658822,0.5658822,2.0
false_positive,5,tp_mm_roll24_sum,-0.023673445,0.023673445,23.0
false_positive,6,t2m_c,-0.034370355,0.034370355,18.0
false_positive,6,d2m_c,-0.20904721,0.20904721,5.0
false_positive,6,msl_hpa,-0.28522217,0.28522217,3.0
false_positive,6,sp_hpa,-0.14747898,0.14747898,6.0
false_positive,6,tcc,0.032518454,0.032518454,20.0
false_positive,6,u10,-0.03286731,0.03286731,19.0
false_positive,6,v10,-0.019166978,0.019166978,25.0
false_positive,6,wind_speed_10m,-0.0030392653,0.0030392653,31.0
false_positive,6,month,0.0027118474,0.0027118474,32.0
false_positive,6,dayofyear,0.041054424,0.041054424,16.0
false_positive,6,hour,-0.07876572,0.07876572,8.0
false_positive,6,month_sin,0.0016149253,0.0016149253,33.0
false_positive,6,month_cos,-0.048254795,0.048254795,15.0
false_positive,6,hour_sin,-0.07118082,0.07118082,11.0
false_positive,6,hour_cos,0.031136174,0.031136174,22.0
false_positive,6,msl_hpa_lag1,-0.22502998,0.22502998,4.0
false_positive,6,msl_hpa_lag3,-0.052926704,0.052926704,13.0
false_positive,6,msl_hpa_lag6,-0.037198618,0.037198618,17.0
false_positive,6,d2m_c_lag1,-0.07893806,0.07893806,7.0
false_positive,6,d2m_c_lag3,-0.003902757,0.003902757,29.0
false_positive,6,tcc_lag1,-0.0130009,0.0130009,27.0
false_positive,6,tcc_lag3,-0.016244842,0.016244842,26.0
false_positive,6,wind_speed_10m_lag1,-0.0002152849,0.0002152849,34.0
false_positive,6,wind_speed_10m_lag3,-0.0033330845,0.0033330845,30.0
false_positive,6,tp_mm_lag1,-3.223575,3.223575,1.0
false_positive,6,tp_mm_lag3,0.07409194,0.07409194,10.0
false_positive,6,tp_mm_lag6,0.032356225,0.032356225,21.0
false_positive,6,msl_hpa_roll6_mean,-0.07680865,0.07680865,9.0
false_positive,6,d2m_c_roll6_mean,-0.051684063,0.051684063,14.0
false_positive,6,tcc_roll6_mean,-0.06708301,0.06708301,12.0
false_positive,6,wind_speed_10m_roll6_mean,-0.004685831,0.004685831,28.0
false_positive,6,wind_speed_10m_roll6_max,-0.023841497,0.023841497,24.0
false_positive,6,tp_mm_roll6_sum,-0.561347,0.561347,2.0
false_positive,6,tp_mm_roll24_sum,-0.025117412,0.025117412,23.0
false_positive,7,t2m_c,-0.034173165,0.034173165,18.0
false_positive,7,d2m_c,-0.20477465,0.20477465,5.0
false_positive,7,msl_hpa,-0.2791657,0.2791657,3.0
false_positive,7,sp_hpa,-0.13807903,0.13807903,6.0
false_positive,7,tcc,0.01976243,0.01976243,23.0
false_positive,7,u10,-0.032858804,0.032858804,20.0
false_positive,7,v10,-0.019174183,0.019174183,25.0
false_positive,7,wind_speed_10m,-0.0030392653,0.0030392653,31.0
false_positive,7,month,0.0027118474,0.0027118474,32.0
false_positive,7,dayofyear,0.041054424,0.041054424,16.0
false_positive,7,hour,-0.07947531,0.07947531,7.0
false_positive,7,month_sin,0.0016149253,0.0016149253,33.0
false_positive,7,month_cos,-0.06321006,0.06321006,13.0
false_positive,7,hour_sin,-0.068217844,0.068217844,11.0
false_positive,7,hour_cos,0.028981829,0.028981829,21.0
false_positive,7,msl_hpa_lag1,-0.21173333,0.21173333,4.0
false_positive,7,msl_hpa_lag3,-0.04843562,0.04843562,15.0
false_positive,7,msl_hpa_lag6,-0.034086626,0.034086626,19.0
false_positive,7,d2m_c_lag1,-0.07923583,0.07923583,8.0
false_positive,7,d2m_c_lag3,-0.0060817082,0.0060817082,28.0
false_positive,7,tcc_lag1,-0.014786772,0.014786772,26.0
false_positive,7,tcc_lag3,-0.013827476,0.013827476,27.0
false_positive,7,wind_speed_10m_lag1,-0.00040171252,0.00040171252,34.0
false_positive,7,wind_speed_10m_lag3,-0.0033330845,0.0033330845,30.0
false_positive,7,tp_mm_lag1,-3.220799,3.220799,1.0
false_positive,7,tp_mm_lag3,0.07491944,0.07491944,10.0
false_positive,7,tp_mm_lag6,0.038743414,0.038743414,17.0
false_positive,7,msl_hpa_roll6_mean,-0.077386424,0.077386424,9.0
false_positive,7,d2m_c_roll6_mean,-0.050463516,0.050463516,14.0
false_positive,7,tcc_roll6_mean,-0.06795002,0.06795002,12.0
false_positive,7,wind_speed_10m_roll6_mean,-0.0047004875,0.0047004875,29.0
false_positive,7,wind_speed_10m_roll6_max,-0.023387391,0.023387391,22.0
false_positive,7,tp_mm_roll6_sum,-0.6809016,0.6809016,2.0
false_positive,7,tp_mm_roll24_sum,-0.0192057,0.0192057,24.0
false_positive,8,t2m_c,-0.034370355,0.034370355,17.0
false_positive,8,d2m_c,-0.20320381,0.20320381,5.0
false_positive,8,msl_hpa,-0.28522217,0.28522217,3.0
false_positive,8,sp_hpa,-0.14747898,0.14747898,6.0
false_positive,8,tcc,0.012730751,0.012730751,25.0
false_positive,8,u10,-0.03286731,0.03286731,20.0
false_positive,8,v10,-0.01914717,0.01914717,23.0
false_positive,8,wind_speed_10m,-0.0030392653,0.0030392653,31.0
false_positive,8,month,0.0027118474,0.0027118474,32.0
false_positive,8,dayofyear,0.041054424,0.041054424,16.0
false_positive,8,hour,-0.07914176,0.07914176,7.0
false_positive,8,month_sin,0.0016149253,0.0016149253,33.0
false_positive,8,month_cos,-0.06424364,0.06424364,13.0
false_positive,8,hour_sin,-0.07051781,0.07051781,11.0
false_positive,8,hour_cos,0.0295794,0.0295794,21.0
false_positive,8,msl_hpa_lag1,-0.20425595,0.20425595,4.0
false_positive,8,msl_hpa_lag3,-0.048423782,0.048423782,15.0
false_positive,8,msl_hpa_lag6,-0.0339666,0.0339666,18.0
false_positive,8,d2m_c_lag1,-0.07893806,0.07893806,8.0
false_positive,8,d2m_c_lag3,-0.003902757,0.003902757,29.0
false_positive,8,tcc_lag1,-0.009750565,0.009750565,27.0
false_positive,8,tcc_lag3,-0.01565159,0.01565159,24.0
false_positive,8,wind_speed_10m_lag1,-0.0002152849,0.0002152849,34.0
false_positive,8,wind_speed_10m_lag3,-0.0033330845,0.0033330845,30.0
false_positive,8,tp_mm_lag1,-3.2195992,3.2195992,1.0
false_positive,8,tp_mm_lag3,0.07491944,0.07491944,10.0
false_positive,8,tp_mm_lag6,0.033917278,0.033917278,19.0
false_positive,8,msl_hpa_roll6_mean,-0.07676974,0.07676974,9.0
false_positive,8,d2m_c_roll6_mean,-0.050463516,0.050463516,14.0
false_positive,8,tcc_roll6_mean,-0.06708301,0.06708301,12.0
false_positive,8,wind_speed_10m_roll6_mean,-0.004685831,0.004685831,28.0
false_positive,8,wind_speed_10m_roll6_max,-0.023841497,0.023841497,22.0
false_positive,8,tp_mm_roll6_sum,-0.5617457,0.5617457,2.0
false_positive,8,tp_mm_roll24_sum,-0.011702267,0.011702267,26.0
false_positive,9,t2m_c,-0.04238823,0.04238823,16.0
false_positive,9,d2m_c,-0.20227596,0.20227596,4.0
false_positive,9,msl_hpa,-0.24348712,0.24348712,3.0
false_positive,9,sp_hpa,-0.13707088,0.13707088,6.0
false_positive,9,tcc,0.03511681,0.03511681,19.0
false_positive,9,u10,-0.029302312,0.029302312,20.0
false_positive,9,v10,-0.018611135,0.018611135,25.0
false_positive,9,wind_speed_10m,-0.0044702,0.0044702,30.0
false_positive,9,month,0.0027118474,0.0027118474,32.0
false_positive,9,dayofyear,0.040675946,0.040675946,17.0
false_positive,9,hour,-0.0857861,0.0857861,7.0
false_positive,9,month_sin,0.0016149253,0.0016149253,33.0
false_positive,9,month_cos,-0.046049103,0.046049103,15.0
false_positive,9,hour_sin,-0.07416081,0.07416081,10.0
false_positive,9,hour_cos,0.028850846,0.028850846,21.0
false_positive,9,msl_hpa_lag1,-0.1986912,0.1986912,5.0
false_positive,9,msl_hpa_lag3,-0.05246526,0.05246526,13.0
false_positive,9,msl_hpa_lag6,-0.03769574,0.03769574,18.0
false_positive,9,d2m_c_lag1,-0.078411154,0.078411154,8.0
false_positive,9,d2m_c_lag3,-0.0076501374,0.0076501374,28.0
false_positive,9,tcc_lag1,-0.0130009,0.0130009,27.0
false_positive,9,tcc_lag3,-0.01814627,0.01814627,26.0
false_positive,9,wind_speed_10m_lag1,-0.00040171252,0.00040171252,34.0
false_positive,9,wind_speed_10m_lag3,-0.0039837873,0.0039837873,31.0
false_positive,9,tp_mm_lag1,-3.2177052,3.2177052,1.0
false_positive,9,tp_mm_lag3,0.07387904,0.07387904,11.0
false_positive,9,tp_mm_lag6,0.020222628,0.020222628,23.0
false_positive,9,msl_hpa_roll6_mean,-0.07772347,0.07772347,9.0
false_positive,9,d2m_c_roll6_mean,-0.04932186,0.04932186,14.0
false_positive,9,tcc_roll6_mean,-0.061564326,0.061564326,12.0
false_positive,9,wind_speed_10m_roll6_mean,-0.0047004875,0.0047004875,29.0
false_positive,9,wind_speed_10m_roll6_max,-0.020278845,0.020278845,22.0
false_positive,9,tp_mm_roll6_sum,-0.83803195,0.83803195,2.0
false_positive,9,tp_mm_roll24_sum,-0.019559015,0.019559015,24.0
false_negative,0,t2m_c,-0.069214664,0.069214664,11.0
false_negative,0,d2m_c,-0.24752203,0.24752203,4.0
false_negative,0,msl_hpa,-0.30933982,0.30933982,3.0
false_negative,0,sp_hpa,-0.14431754,0.14431754,6.0
false_negative,0,tcc,0.014196645,0.014196645,26.0
false_negative,0,u10,-0.02510054,0.02510054,20.0
false_negative,0,v10,-0.016850112,0.016850112,24.0
false_negative,0,wind_speed_10m,-0.0038640471,0.0038640471,30.0
false_negative,0,month,0.0027118474,0.0027118474,32.0
false_negative,0,dayofyear,0.05058539,0.05058539,15.0
false_negative,0,hour,-0.088599876,0.088599876,8.0
false_negative,0,month_sin,0.0016149253,0.0016149253,34.0
false_negative,0,month_cos,-0.06920846,0.06920846,12.0
false_negative,0,hour_sin,-0.017908234,0.017908234,23.0
false_negative,0,hour_cos,0.03552865,0.03552865,19.0
false_negative,0,msl_hpa_lag1,-0.21759939,0.21759939,5.0
false_negative,0,msl_hpa_lag3,-0.06512827,0.06512827,13.0
false_negative,0,msl_hpa_lag6,-0.035707176,0.035707176,18.0
false_negative,0,d2m_c_lag1,-0.060541093,0.060541093,14.0
false_negative,0,d2m_c_lag3,-0.007534156,0.007534156,27.0
false_negative,0,tcc_lag1,-0.0030422336,0.0030422336,31.0
false_negative,0,tcc_lag3,-0.018068956,0.018068956,22.0
false_negative,0,wind_speed_10m_lag1,-0.0022743016,0.0022743016,33.0
false_negative,0,wind_speed_10m_lag3,-0.0043131094,0.0043131094,29.0
false_negative,0,tp_mm_lag1,-2.771117,2.771117,1.0
false_negative,0,tp_mm_lag3,0.09986698,0.09986698,7.0
false_negative,0,tp_mm_lag6,0.049393147,0.049393147,16.0
false_negative,0,msl_hpa_roll6_mean,-0.077953726,0.077953726,9.0
false_negative,0,d2m_c_roll6_mean,-0.040481035,0.040481035,17.0
false_negative,0,tcc_roll6_mean,-0.074441485,0.074441485,10.0
false_negative,0,wind_speed_10m_roll6_mean,-0.0047004875,0.0047004875,28.0
false_negative,0,wind_speed_10m_roll6_max,-0.024210788,0.024210788,21.0
false_negative,0,tp_mm_roll6_sum,-0.68500936,0.68500936,2.0
false_negative,0,tp_mm_roll24_sum,-0.015264494,0.015264494,25.0
false_negative,1,t2m_c,-0.05315,0.05315,12.0
false_negative,1,d2m_c,-0.22037724,0.22037724,4.0
false_negative,1,msl_hpa,-0.28170672,0.28170672,3.0
false_negative,1,sp_hpa,-0.13774917,0.13774917,6.0
false_negative,1,tcc,0.016258571,0.016258571,24.0
false_negative,1,u10,-0.031482648,0.031482648,19.0
false_negative,1,v10,-0.013760574,0.013760574,25.0
false_negative,1,wind_speed_10m,-0.00305748,0.00305748,31.0
false_negative,1,month,0.0027118474,0.0027118474,32.0
false_negative,1,dayofyear,0.04342187,0.04342187,16.0
false_negative,1,hour,-0.029523887,0.029523887,20.0
false_negative,1,month_sin,0.0016149253,0.0016149253,33.0
false_negative,1,month_cos,-0.048979606,0.048979606,14.0
false_negative,1,hour_sin,-0.013367224,0.013367224,26.0
false_negative,1,hour_cos,0.03376191,0.03376191,18.0
false_negative,1,msl_hpa_lag1,-0.21334003,0.21334003,5.0
false_negative,1,msl_hpa_lag3,-0.065140106,0.065140106,10.0
false_negative,1,msl_hpa_lag6,-0.036994655,0.036994655,17.0
false_negative,1,d2m_c_lag1,-0.080466464,0.080466464,7.0
false_negative,1,d2m_c_lag3,-0.006301086,0.006301086,27.0
false_negative,1,tcc_lag1,-0.004783563,0.004783563,28.0
false_negative,1,tcc_lag3,-0.018068956,0.018068956,23.0
false_negative,1,wind_speed_10m_lag1,-0.0012511542,0.0012511542,34.0
false_negative,1,wind_speed_10m_lag3,-0.0039837873,0.0039837873,30.0
false_negative,1,tp_mm_lag1,-3.1813881,3.1813881,1.0
false_negative,1,tp_mm_lag3,0.072508216,0.072508216,9.0
false_negative,1,tp_mm_lag6,0.04680708,0.04680708,15.0
false_negative,1,msl_hpa_roll6_mean,-0.077953726,0.077953726,8.0
false_negative,1,d2m_c_roll6_mean,-0.04898126,0.04898126,13.0
false_negative,1,tcc_roll6_mean,-0.05622101,0.05622101,11.0
false_negative,1,wind_speed_10m_roll6_mean,-0.0047004875,0.0047004875,29.0
false_negative,1,wind_speed_10m_roll6_max,-0.02338124,0.02338124,22.0
false_negative,1,tp_mm_roll6_sum,-0.69180703,0.69180703,2.0
false_negative,1,tp_mm_roll24_sum,-0.025026374,0.025026374,21.0
false_negative,2,t2m_c,-0.057210665,0.057210665,12.0
false_negative,2,d2m_c,-0.2535032,0.2535032,4.0
false_negative,2,msl_hpa,-0.29163185,0.29163185,3.0
false_negative,2,sp_hpa,-0.14714912,0.14714912,6.0
false_negative,2,tcc,0.021070672,0.021070672,22.0
false_negative,2,u10,-0.017794881,0.017794881,24.0
false_negative,2,v10,-0.016399791,0.016399791,25.0
false_negative,2,wind_speed_10m,-0.00305748,0.00305748,30.0
false_negative,2,month,0.0027118474,0.0027118474,31.0
false_negative,2,dayofyear,0.04834951,0.04834951,15.0
false_negative,2,hour,-0.028977588,0.028977588,19.0
false_negative,2,month_sin,0.0016149253,0.0016149253,32.0
false_negative,2,month_cos,-0.048979606,0.048979606,13.0
false_negative,2,hour_sin,-0.014800032,0.014800032,26.0
false_negative,2,hour_cos,0.033471998,0.033471998,18.0
false_negative,2,msl_hpa_lag1,-0.22670223,0.22670223,5.0
false_negative,2,msl_hpa_lag3,-0.065140106,0.065140106,9.0
false_negative,2,msl_hpa_lag6,-0.037066214,0.037066214,17.0
false_negative,2,d2m_c_lag1,-0.058097944,0.058097944,10.0
false_negative,2,d2m_c_lag3,-0.0015756154,0.0015756154,33.0
false_negative,2,tcc_lag1,-0.0056319437,0.0056319437,27.0
false_negative,2,tcc_lag3,-0.018068956,0.018068956,23.0
false_negative,2,wind_speed_10m_lag1,-0.0010647267,0.0010647267,34.0
false_negative,2,wind_speed_10m_lag3,-0.0039837873,0.0039837873,29.0
false_negative,2,tp_mm_lag1,-3.1669378,3.1669378,1.0
false_negative,2,tp_mm_lag3,0.06983964,0.06983964,8.0
false_negative,2,tp_mm_lag6,0.044556513,0.044556513,16.0
false_negative,2,msl_hpa_roll6_mean,-0.07952671,0.07952671,7.0
false_negative,2,d2m_c_roll6_mean,-0.048682284,0.048682284,14.0
false_negative,2,tcc_roll6_mean,-0.057613987,0.057613987,11.0
false_negative,2,wind_speed_10m_roll6_mean,-0.004685831,0.004685831,28.0
false_negative,2,wind_speed_10m_roll6_max,-0.023835346,0.023835346,20.0
false_negative,2,tp_mm_roll6_sum,-0.5657894,0.5657894,2.0
false_negative,2,tp_mm_roll24_sum,-0.023096126,0.023096126,21.0
false_negative,3,t2m_c,-0.057020828,0.057020828,12.0
false_negative,3,d2m_c,-0.21474488,0.21474488,5.0
false_negative,3,msl_hpa,-0.29163185,0.29163185,3.0
false_negative,3,sp_hpa,-0.14714912,0.14714912,6.0
false_negative,3,tcc,0.0155768,0.0155768,24.0
false_negative,3,u10,-0.03048178,0.03048178,19.0
false_negative,3,v10,-0.01464086,0.01464086,26.0
false_negative,3,wind_speed_10m,-0.00305748,0.00305748,30.0
false_negative,3,month,0.0027118474,0.0027118474,31.0
false_negative,3,dayofyear,0.04834951,0.04834951,15.0
false_negative,3,hour,-0.028977588,0.028977588,20.0
false_negative,3,month_sin,0.0016149253,0.0016149253,32.0
false_negative,3,month_cos,-0.048979606,0.048979606,13.0
false_negative,3,hour_sin,-0.014652283,0.014652283,25.0
false_negative,3,hour_cos,0.035806287,0.035806287,18.0
false_negative,3,msl_hpa_lag1,-0.22526942,0.22526942,4.0
false_negative,3,msl_hpa_lag3,-0.06512827,0.06512827,10.0
false_negative,3,msl_hpa_lag6,-0.036874633,0.036874633,17.0
false_negative,3,d2m_c_lag1,-0.05836264,0.05836264,11.0
false_negative,3,d2m_c_lag3,-0.00055863697,0.00055863697,34.0
false_negative,3,tcc_lag1,-0.0067531704,0.0067531704,27.0
false_negative,3,tcc_lag3,-0.018068956,0.018068956,23.0
false_negative,3,wind_speed_10m_lag1,-0.001317701,0.001317701,33.0
false_negative,3,wind_speed_10m_lag3,-0.0039837873,0.0039837873,29.0
false_negative,3,tp_mm_lag1,-3.1799564,3.1799564,1.0
false_negative,3,tp_mm_lag3,0.06983964,0.06983964,8.0
false_negative,3,tp_mm_lag6,0.04345829,0.04345829,16.0
false_negative,3,msl_hpa_roll6_mean,-0.07733703,0.07733703,7.0
false_negative,3,d2m_c_roll6_mean,-0.04884178,0.04884178,14.0
false_negative,3,tcc_roll6_mean,-0.06793165,0.06793165,9.0
false_negative,3,wind_speed_10m_roll6_mean,-0.004685831,0.004685831,28.0
false_negative,3,wind_speed_10m_roll6_max,-0.023835346,0.023835346,21.0
false_negative,3,tp_mm_roll6_sum,-0.569491,0.569491,2.0
false_negative,3,tp_mm_roll24_sum,-0.023330871,0.023330871,22.0
false_negative,4,t2m_c,-0.06197636,0.06197636,13.0
false_negative,4,d2m_c,-0.22223921,0.22223921,4.0
false_negative,4,msl_hpa,-0.26679313,0.26679313,3.0
false_negative,4,sp_hpa,-0.14330938,0.14330938,6.0
false_negative,4,tcc,0.008838981,0.008838981,27.0
false_negative,4,u10,-0.02292215,0.02292215,21.0
false_negative,4,v10,-0.017789474,0.017789474,23.0
false_negative,4,wind_speed_10m,-0.005294982,0.005294982,29.0
false_negative,4,month,0.0027118474,0.0027118474,32.0
false_negative,4,dayofyear,0.0500529,0.0500529,15.0
false_negative,4,hour,-0.031747352,0.031747352,20.0
false_negative,4,month_sin,0.0016149253,0.0016149253,33.0
false_negative,4,month_cos,-0.0857732,0.0857732,9.0
false_negative,4,hour_sin,-0.076579146,0.076579146,11.0
false_negative,4,hour_cos,0.034035753,0.034035753,18.0
false_negative,4,msl_hpa_lag1,-0.19438115,0.19438115,5.0
false_negative,4,msl_hpa_lag3,-0.047634162,0.047634162,16.0
false_negative,4,msl_hpa_lag6,-0.03319413,0.03319413,19.0
false_negative,4,d2m_c_lag1,-0.058545,0.058545,14.0
false_negative,4,d2m_c_lag3,-0.008873418,0.008873418,26.0
false_negative,4,tcc_lag1,-0.0054738256,0.0054738256,28.0
false_negative,4,tcc_lag3,-0.015728904,0.015728904,25.0
false_negative,4,wind_speed_10m_lag1,-0.0011885999,0.0011885999,34.0
false_negative,4,wind_speed_10m_lag3,-0.0043131094,0.0043131094,31.0
false_negative,4,tp_mm_lag1,-2.7813413,2.7813413,1.0
false_negative,4,tp_mm_lag3,0.09786748,0.09786748,8.0
false_negative,4,tp_mm_lag6,0.11171999,0.11171999,7.0
false_negative,4,msl_hpa_roll6_mean,-0.077386424,0.077386424,10.0
false_negative,4,d2m_c_roll6_mean,-0.03773245,0.03773245,17.0
false_negative,4,tcc_roll6_mean,-0.0724748,0.0724748,12.0
false_negative,4,wind_speed_10m_roll6_mean,-0.0047004875,0.0047004875,30.0
false_negative,4,wind_speed_10m_roll6_max,-0.021530516,0.021530516,22.0
