case,seed,rule,weight,feature,abs_weight
true_negative,1,7.43 < d2m_c_lag3 <= 11.73,0.015230270079633854,d2m_c_lag3,0.015230270079633854
true_negative,1,3.64 < wind_speed_10m_lag1 <= 5.02,0.015151090087374992,wind_speed_10m_lag1,0.015151090087374992
true_negative,1,10.58 < t2m_c <= 15.62,0.011482538062327227,t2m_c,0.011482538062327227
true_negative,1,-0.71 < hour_sin <= 0.00,-0.011354813118119114,hour_sin,0.011354813118119114
true_negative,1,tcc_roll6_mean > 0.97,-0.010386714938670437,tcc_roll6_mean,0.010386714938670437
true_negative,2,0.00 < tp_mm_lag1 <= 0.00,-0.08136391931825529,tp_mm_lag1,0.08136391931825529
true_negative,2,msl_hpa_lag1 > 1021.83,-0.019446110553103857,msl_hpa_lag1,0.019446110553103857
true_negative,2,1015.94 < msl_hpa <= 1021.83,-0.01934768147747711,msl_hpa,0.01934768147747711
true_negative,2,0.83 < tcc <= 1.00,0.014077834428936904,tcc,0.014077834428936904
true_negative,2,10.58 < t2m_c <= 15.62,0.012734296330002887,t2m_c,0.012734296330002887
true_negative,2,tp_mm_lag3 <= 0.00,0.010658772127560575,tp_mm_lag3,0.010658772127560575
true_negative,2,tcc_roll6_mean > 0.97,-0.009905263461061737,tcc_roll6_mean,0.009905263461061737
true_negative,2,7.43 < d2m_c <= 11.73,0.009563690043539408,d2m_c,0.009563690043539408
true_negative,2,0.04 < tp_mm_roll24_sum <= 0.65,-0.008416498497708997,tp_mm_roll24_sum,0.008416498497708997
true_negative,2,3.64 < wind_speed_10m_roll6_mean <= 4.98,-0.007808924238413655,wind_speed_10m_roll6_mean,0.007808924238413655
true_negative,3,0.00 < tp_mm_lag1 <= 0.00,-0.07622129664404363,tp_mm_lag1,0.07622129664404363
true_negative,3,0.83 < tcc <= 1.00,0.022077771473960926,tcc,0.022077771473960926
true_negative,3,10.58 < t2m_c <= 15.62,0.02148264831929383,t2m_c,0.02148264831929383
true_negative,3,msl_hpa_lag1 > 1021.83,-0.014067615505212898,msl_hpa_lag1,0.014067615505212898
true_negative,3,msl_hpa_lag6 > 1021.83,-0.013509645625931134,msl_hpa_lag6,0.013509645625931134
true_negative,3,0.04 < tp_mm_roll24_sum <= 0.65,-0.012437824854459226,tp_mm_roll24_sum,0.012437824854459226
true_negative,3,11.00 < hour <= 17.00,0.01058046198869315,hour,0.01058046198869315
true_negative,3,tp_mm_lag3 <= 0.00,0.010478328994072557,tp_mm_lag3,0.010478328994072557
true_negative,3,1015.23 < sp_hpa <= 1021.12,-0.00987653125518115,sp_hpa,0.00987653125518115
true_negative,3,0.00 < tp_mm_roll6_sum <= 0.03,-0.009082149754857799,tp_mm_roll6_sum,0.009082149754857799
true_negative,4,0.00 < tp_mm_lag1 <= 0.00,-0.08758509252782261,tp_mm_lag1,0.08758509252782261
true_negative,4,msl_hpa_lag1 > 1021.83,-0.02012620156851198,msl_hpa_lag1,0.02012620156851198
true_negative,4,0.04 < tp_mm_roll24_sum <= 0.65,-0.01824499256595152,tp_mm_roll24_sum,0.01824499256595152
true_negative,4,tcc_roll6_mean > 0.97,-0.017210605149321066,tcc_roll6_mean,0.017210605149321066
true_negative,4,7.43 < d2m_c_roll6_mean <= 11.72,0.014376929011127791,d2m_c_roll6_mean,0.014376929011127791
true_negative,4,0.83 < tcc <= 1.00,0.01387323611639175,tcc,0.01387323611639175
true_negative,4,7.43 < d2m_c_lag3 <= 11.73,0.013317781172953735,d2m_c_lag3,0.013317781172953735
true_negative,4,0.00 < tp_mm_roll6_sum <= 0.03,-0.012977598841872622,tp_mm_roll6_sum,0.012977598841872622
true_negative,4,tp_mm_lag3 <= 0.00,0.012727308858345067,tp_mm_lag3,0.012727308858345067
true_negative,4,month <= 4.00,0.012606798591348951,month,0.012606798591348951
true_negative,5,0.00 < tp_mm_lag1 <= 0.00,-0.08736450527148137,tp_mm_lag1,0.08736450527148137
true_negative,5,0.00 < tp_mm_roll6_sum <= 0.03,-0.023844665125628207,tp_mm_roll6_sum,0.023844665125628207
true_negative,5,1015.23 < sp_hpa <= 1021.12,-0.017301833049611335,sp_hpa,0.017301833049611335
true_negative,5,0.83 < tcc_lag3 <= 1.00,0.015426869196651241,tcc_lag3,0.015426869196651241
true_negative,5,msl_hpa_lag1 > 1021.83,-0.014553444251539026,msl_hpa_lag1,0.014553444251539026
true_negative,5,7.43 < d2m_c <= 11.73,0.014235646235197266,d2m_c,0.014235646235197266
true_negative,5,v10 > 2.92,0.014228366231286364,v10,0.014228366231286364
true_negative,5,tcc_roll6_mean > 0.97,-0.013643856415669361,tcc_roll6_mean,0.013643856415669361
true_negative,5,4.23 < wind_speed_10m_roll6_max <= 5.64,-0.011981502202530834,wind_speed_10m_roll6_max,0.011981502202530834
true_negative,5,0.83 < tcc <= 1.00,0.010777020082023511,tcc,0.010777020082023511
true_negative,6,0.00 < tp_mm_lag1 <= 0.00,-0.09330226424864636,tp_mm_lag1,0.09330226424864636
true_negative,6,0.83 < tcc <= 1.00,0.01988120237264894,tcc,0.01988120237264894
true_negative,6,msl_hpa_lag1 > 1021.83,-0.017987353542259416,msl_hpa_lag1,0.017987353542259416
true_negative,6,0.00 < tp_mm_roll6_sum <= 0.03,-0.017893017057127772,tp_mm_roll6_sum,0.017893017057127772
true_negative,6,msl_hpa_lag6 > 1021.83,-0.014721834662996827,msl_hpa_lag6,0.014721834662996827
true_negative,6,1015.94 < msl_hpa <= 1021.83,-0.014391544658440586,msl_hpa,0.014391544658440586
true_negative,6,hour_cos <= -0.71,0.012809278212525732,hour_cos,0.012809278212525732
true_negative,6,10.58 < t2m_c <= 15.62,0.01181046808994042,t2m_c,0.01181046808994042
true_negative,6,tcc_roll6_mean > 0.97,-0.01102725964995793,tcc_roll6_mean,0.01102725964995793
true_negative,6,0.00 < tp_mm_lag6 <= 0.04,-0.009636728937939945,tp_mm_lag6,0.009636728937939945
true_negative,7,0.00 < tp_mm_lag1 <= 0.00,-0.08612474595904789,tp_mm_lag1,0.08612474595904789
true_negative,7,msl_hpa_lag1 > 1021.83,-0.026360011680472483,msl_hpa_lag1,0.026360011680472483
true_negative,7,0.00 < tp_mm_roll6_sum <= 0.03,-0.02369844985749272,tp_mm_roll6_sum,0.02369844985749272
true_negative,7,1015.94 < msl_hpa <= 1021.83,-0.01749131858529433,msl_hpa,0.01749131858529433
true_negative,7,11.00 < hour <= 17.00,0.017263809309975366,hour,0.017263809309975366
true_negative,7,msl_hpa_lag6 > 1021.83,-0.012593890967399416,msl_hpa_lag6,0.012593890967399416
true_negative,7,0.83 < tcc <= 1.00,0.011955233254762904,tcc,0.011955233254762904
true_negative,7,tcc_roll6_mean > 0.97,-0.011640630060081996,tcc_roll6_mean,0.011640630060081996
true_negative,7,10.58 < t2m_c <= 15.62,0.01148176604652844,t2m_c,0.01148176604652844
true_negative,7,3.64 < wind_speed_10m_lag1 <= 5.02,0.011321598307966044,wind_speed_10m_lag1,0.011321598307966044
true_negative,8,0.00 < tp_mm_lag1 <= 0.00,-0.08349875287835712,tp_mm_lag1,0.08349875287835712
true_negative,8,0.00 < tp_mm_roll6_sum <= 0.03,-0.021432676255086772,tp_mm_roll6_sum,0.021432676255086772
true_negative,8,msl_hpa_lag1 > 1021.83,-0.021339844427574323,msl_hpa_lag1,0.021339844427574323
true_negative,8,1015.94 < msl_hpa <= 1021.83,-0.019274295148701277,msl_hpa,0.019274295148701277
true_negative,8,msl_hpa_lag6 > 1021.83,-0.017035359169050957,msl_hpa_lag6,0.017035359169050957
true_negative,8,tp_mm_lag3 <= 0.00,0.016324543593369656,tp_mm_lag3,0.016324543593369656
true_negative,8,tcc_roll6_mean > 0.97,-0.015045560386515784,tcc_roll6_mean,0.015045560386515784
true_negative,8,4.23 < wind_speed_10m_roll6_max <= 5.64,-0.009668570307922569,wind_speed_10m_roll6_max,0.009668570307922569
true_negative,8,v10 > 2.92,0.00918374580144471,v10,0.00918374580144471
true_negative,8,7.43 < d2m_c_roll6_mean <= 11.72,0.008887228759749588,d2m_c_roll6_mean,0.008887228759749588
true_negative,9,0.00 < tp_mm_lag1 <= 0.00,-0.08157856478650424,tp_mm_lag1,0.08157856478650424
true_negative,9,10.58 < t2m_c <= 15.62,0.02027329906567318,t2m_c,0.02027329906567318
true_negative,9,msl_hpa_lag1 > 1021.83,-0.019985668138917747,msl_hpa_lag1,0.019985668138917747
true_negative,9,-0.71 < hour_sin <= 0.00,0.017986759494292254,hour_sin,0.017986759494292254
true_negative,9,0.00 < tp_mm_roll6_sum <= 0.03,-0.017073964427908102,tp_mm_roll6_sum,0.017073964427908102
true_negative,9,7.43 < d2m_c_roll6_mean <= 11.72,0.015523822194449805,d2m_c_roll6_mean,0.015523822194449805
true_negative,9,msl_hpa_lag3 > 1021.83,-0.01517998765124644,msl_hpa_lag3,0.01517998765124644
true_negative,9,hour_cos <= -0.71,0.013165426132389179,hour_cos,0.013165426132389179
true_negative,9,0.83 < tcc <= 1.00,0.012259992251105268,tcc,0.012259992251105268
true_negative,9,3.64 < wind_speed_10m_lag1 <= 5.02,0.010677206035431127,wind_speed_10m_lag1,0.010677206035431127
