case,mean_pairwise_rho,std_pairwise_rho,mean_top10_overlap,std_top10_overlap
false_negative,0.9487785417197183,0.025269660897723784,8.266666666666667,0.6463573143221772
false_positive,0.9856922162804514,0.008285405322628142,9.133333333333333,0.6531972647421808
true_negative,0.974141414141414,0.011979283276867569,8.933333333333334,0.6798692684790381
true_positive,0.9840556828792123,0.011441489660021592,9.222222222222221,0.5533288710217215
