case,mean_pairwise_rho,std_pairwise_rho,mean_top10_overlap,std_top10_overlap
false_negative,0.596031746031746,0.2623958839220214,5.6,0.8
false_positive,0.6405291005291005,0.2278009992526174,5.733333333333333,1.019803902718557
true_negative,0.6021164021164022,0.2662379500795111,5.644444444444445,0.9464684195131933
true_positive,0.6568783068783068,0.216046395257033,5.866666666666666,0.9333333333333333
